Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,month_val,day,month,day_val
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,January,Sunday,1,6
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900,January,Sunday,1,6
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,January,Sunday,1,6
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,January,Monday,1,0
979,2023-01-02,CUST979,Female,19,Beauty,1,25,25,January,Monday,1,0
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,January,Monday,1,0
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,January,Monday,1,0
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,January,Tuesday,1,1
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,January,Wednesday,1,2
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,January,Wednesday,1,2
32,2023-01-04,CUST032,Male,30,Beauty,3,30,90,January,Wednesday,1,2
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,January,Thursday,1,3
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,January,Thursday,1,3
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,January,Thursday,1,3
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,January,Friday,1,4
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500,January,Friday,1,4
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75,January,Saturday,1,5
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,January,Saturday,1,5
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,January,Sunday,1,6
907,2023-01-08,CUST907,Female,45,Electronics,1,25,25,January,Sunday,1,6
860,2023-01-09,CUST860,Male,63,Clothing,4,50,200,January,Monday,1,0
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,January,Tuesday,1,1
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,January,Tuesday,1,1
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,January,Wednesday,1,2
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,January,Wednesday,1,2
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,January,Wednesday,1,2
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,January,Friday,1,4
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,January,Friday,1,4
3,2023-01-13,CUST003,Male,50,Electronics,1,30,30,January,Friday,1,4
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,January,Friday,1,4
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,January,Saturday,1,5
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,January,Saturday,1,5
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,January,Saturday,1,5
21,2023-01-14,CUST021,Female,50,Beauty,1,500,500,January,Saturday,1,5
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,January,Sunday,1,6
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100,January,Sunday,1,6
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,January,Sunday,1,6
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,January,Monday,1,0
15,2023-01-16,CUST015,Female,42,Electronics,4,500,2000,January,Monday,1,0
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,January,Tuesday,1,1
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000,January,Tuesday,1,1
103,2023-01-17,CUST103,Female,59,Clothing,1,25,25,January,Tuesday,1,1
14,2023-01-17,CUST014,Male,64,Clothing,4,30,120,January,Tuesday,1,1
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,January,Thursday,1,3
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,January,Friday,1,4
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,January,Friday,1,4
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,January,Saturday,1,5
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,January,Saturday,1,5
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,January,Saturday,1,5
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,January,Sunday,1,6
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,January,Sunday,1,6
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000,January,Monday,1,0
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,January,Monday,1,0
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,January,Monday,1,0
64,2023-01-24,CUST064,Male,49,Clothing,4,25,100,January,Tuesday,1,1
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,January,Tuesday,1,1
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150,January,Tuesday,1,1
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,January,Wednesday,1,2
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,January,Thursday,1,3
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,January,Thursday,1,3
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,January,Thursday,1,3
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,January,Thursday,1,3
929,2023-01-27,CUST929,Female,23,Beauty,3,25,75,January,Friday,1,4
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,January,Friday,1,4
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,January,Friday,1,4
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,January,Saturday,1,5
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30,January,Saturday,1,5
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90,January,Saturday,1,5
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600,January,Sunday,1,6
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,January,Monday,1,0
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,January,Monday,1,0
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,January,Monday,1,0
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,January,Monday,1,0
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,January,Tuesday,1,1
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,January,Tuesday,1,1
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900,January,Tuesday,1,1
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,February,Wednesday,2,2
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,February,Wednesday,2,2
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,February,Wednesday,2,2
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,February,Thursday,2,3
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,February,Thursday,2,3
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,February,Thursday,2,3
933,2023-02-03,CUST933,Male,22,Beauty,1,30,30,February,Friday,2,4
107,2023-02-03,CUST107,Female,21,Clothing,4,300,1200,February,Friday,2,4
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,February,Saturday,2,5
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,February,Saturday,2,5
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,February,Sunday,2,6
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,February,Sunday,2,6
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,February,Sunday,2,6
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,February,Sunday,2,6
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,February,Sunday,2,6
63,2023-02-05,CUST063,Male,57,Electronics,2,25,50,February,Sunday,2,6
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,February,Sunday,2,6
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,February,Sunday,2,6
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,February,Monday,2,0
993,2023-02-06,CUST993,Female,48,Electronics,3,50,150,February,Monday,2,0
232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,February,Monday,2,0
85,2023-02-06,CUST085,Male,31,Clothing,3,50,150,February,Monday,2,0
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,February,Tuesday,2,1
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,February,Tuesday,2,1
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200,February,Tuesday,2,1
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,February,Tuesday,2,1
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,February,Wednesday,2,2
977,2023-02-08,CUST977,Female,35,Electronics,3,25,75,February,Wednesday,2,2
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,February,Wednesday,2,2
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,February,Wednesday,2,2
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,February,Thursday,2,3
68,2023-02-10,CUST068,Male,25,Electronics,1,300,300,February,Friday,2,4
192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,February,Friday,2,4
54,2023-02-10,CUST054,Female,38,Electronics,3,500,1500,February,Friday,2,4
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,February,Saturday,2,5
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,February,Saturday,2,5
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,February,Saturday,2,5
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100,February,Saturday,2,5
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,February,Saturday,2,5
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,February,Sunday,2,6
945,2023-02-13,CUST945,Male,30,Beauty,1,25,25,February,Monday,2,0
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,February,Monday,2,0
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,February,Monday,2,0
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75,February,Monday,2,0
11,2023-02-14,CUST011,Male,23,Clothing,2,50,100,February,Tuesday,2,1
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,February,Tuesday,2,1
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,February,Thursday,2,3
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,February,Friday,2,4
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90,February,Friday,2,4
16,2023-02-17,CUST016,Male,19,Clothing,3,500,1500,February,Friday,2,4
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,February,Friday,2,4
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,February,Friday,2,4
42,2023-02-17,CUST042,Male,22,Clothing,3,300,900,February,Friday,2,4
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,February,Saturday,2,5
44,2023-02-19,CUST044,Female,22,Clothing,1,25,25,February,Sunday,2,6
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,February,Sunday,2,6
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000,February,Monday,2,0
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,February,Monday,2,0
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,February,Monday,2,0
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60,February,Tuesday,2,1
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,February,Tuesday,2,1
70,2023-02-21,CUST070,Female,43,Clothing,1,300,300,February,Tuesday,2,1
920,2023-02-22,CUST920,Female,28,Beauty,3,25,75,February,Wednesday,2,2
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,February,Wednesday,2,2
8,2023-02-22,CUST008,Male,30,Electronics,4,25,100,February,Wednesday,2,2
41,2023-02-22,CUST041,Male,34,Clothing,2,25,50,February,Wednesday,2,2
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,February,Wednesday,2,2
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,February,Thursday,2,3
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,February,Friday,2,4
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,February,Friday,2,4
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,February,Friday,2,4
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300,February,Friday,2,4
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,February,Saturday,2,5
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,February,Saturday,2,5
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,February,Saturday,2,5
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,February,Saturday,2,5
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,February,Sunday,2,6
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,February,Monday,2,0
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,February,Monday,2,0
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,February,Monday,2,0
2,2023-02-27,CUST002,Female,26,Clothing,2,500,1000,February,Monday,2,0
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,February,Tuesday,2,1
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,February,Tuesday,2,1
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,February,Tuesday,2,1
932,2023-02-28,CUST932,Female,45,Beauty,4,25,100,February,Tuesday,2,1
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,March,Wednesday,3,2
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,March,Wednesday,3,2
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,March,Wednesday,3,2
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300,March,Thursday,3,3
888,2023-03-03,CUST888,Female,52,Electronics,4,25,100,March,Friday,3,4
885,2023-03-03,CUST885,Female,52,Clothing,4,30,120,March,Friday,3,4
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,March,Friday,3,4
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,March,Friday,3,4
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,March,Friday,3,4
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,March,Saturday,3,5
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,March,Sunday,3,6
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300,March,Sunday,3,6
917,2023-03-06,CUST917,Female,57,Electronics,4,50,200,March,Monday,3,0
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150,March,Monday,3,0
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,March,Monday,3,0
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,March,Monday,3,0
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,March,Tuesday,3,1
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,March,Tuesday,3,1
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,March,Tuesday,3,1
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,March,Tuesday,3,1
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,March,Wednesday,3,2
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,March,Thursday,3,3
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900,March,Thursday,3,3
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,March,Thursday,3,3
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,March,Friday,3,4
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,March,Friday,3,4
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,March,Saturday,3,5
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,March,Sunday,3,6
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,March,Sunday,3,6
119,2023-03-13,CUST119,Female,60,Clothing,3,50,150,March,Monday,3,0
7,2023-03-13,CUST007,Male,46,Clothing,2,25,50,March,Monday,3,0
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,March,Monday,3,0
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000,March,Wednesday,3,2
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,March,Friday,3,4
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,March,Friday,3,4
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,March,Friday,3,4
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,March,Saturday,3,5
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500,March,Saturday,3,5
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,March,Sunday,3,6
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50,March,Sunday,3,6
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,March,Monday,3,0
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,March,Monday,3,0
175,2023-03-20,CUST175,Female,31,Electronics,4,25,100,March,Monday,3,0
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,March,Monday,3,0
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,March,Monday,3,0
38,2023-03-21,CUST038,Male,38,Beauty,4,50,200,March,Tuesday,3,1
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,March,Tuesday,3,1
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,March,Tuesday,3,1
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,March,Tuesday,3,1
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50,March,Wednesday,3,2
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,March,Wednesday,3,2
978,2023-03-22,CUST978,Female,53,Clothing,3,50,150,March,Wednesday,3,2
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,March,Wednesday,3,2
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,March,Wednesday,3,2
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,March,Thursday,3,3
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,March,Thursday,3,3
33,2023-03-23,CUST033,Female,50,Electronics,2,50,100,March,Thursday,3,3
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,March,Thursday,3,3
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,March,Friday,3,4
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100,March,Friday,3,4
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,March,Saturday,3,5
76,2023-03-25,CUST076,Female,22,Electronics,2,50,100,March,Saturday,3,5
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,March,Saturday,3,5
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500,March,Saturday,3,5
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,March,Sunday,3,6
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,March,Sunday,3,6
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,March,Sunday,3,6
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,March,Monday,3,0
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,March,Monday,3,0
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,March,Tuesday,3,1
88,2023-03-29,CUST088,Male,56,Clothing,1,500,500,March,Wednesday,3,2
975,2023-03-30,CUST975,Female,56,Clothing,4,50,200,March,Thursday,3,3
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,March,Friday,3,4
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,April,Saturday,4,5
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,April,Saturday,4,5
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,April,Saturday,4,5
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,April,Sunday,4,6
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,April,Sunday,4,6
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,April,Sunday,4,6
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300,April,Sunday,4,6
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,April,Tuesday,4,1
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60,April,Tuesday,4,1
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,April,Tuesday,4,1
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900,April,Wednesday,4,2
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200,April,Wednesday,4,2
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,April,Thursday,4,3
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,April,Saturday,4,5
